gender,Near_Location,Partner,Promo_friends,Phone,Contract_period,Group_visits,Age,Avg_additional_charges_total,Month_to_end_contract,Lifetime,Avg_class_frequency_total,Avg_class_frequency_current_month,Churn,cluster,churn_proba,stay_proba,historical_CLV,expected_future_months,expected_future_revenue,expected_CLV,months_into_current,cluster_v2
0,1,0,1,1,1,0,24,83.65564541127117,1.0,0,0.2689192695010907,0.1026489785077283,1,0,0.9880072,0.011992812,583.6556454112712,0.011992812156677246,13.19209337234497,596.8477387836161,0.0,3
1,1,0,0,1,1,0,23,27.72516717934969,1.0,1,1.7405804733781518,1.1353422739039891,1,0,0.9984883,0.001511693,1627.7251671793497,0.001511693000793457,1.6628623008728027,1629.3880294802225,0.0,3
0,1,1,1,1,6,1,28,287.83547410585294,5.0,5,2.946074825900828,2.9358866076199304,0,1,0.0004901042,0.9995099,6287.835474105853,4.99754935503006,5497.304290533066,11785.13976463892,1.0,1
1,1,1,1,1,1,0,25,34.33285789841679,1.0,3,0.1187338755972613,0.0,1,0,0.95979553,0.040204465,3834.332857898417,0.04020446538925171,44.22491192817688,3878.557769826594,0.0,3
1,1,1,0,1,12,1,30,251.4285935907357,11.0,4,1.17374771802435,1.297812288876334,0,1,0.00031426744,0.9996857,5151.4285935907355,10.996542751789093,12096.197026968002,17247.625620558738,1.0,1
0,1,0,0,1,6,0,28,32.93942560366577,6.0,4,2.2465993825465067,2.3200048335825336,0,2,0.0041020694,0.99589795,4932.939425603666,5.975387692451477,6572.926461696625,11505.86588730029,0.0,0
0,1,0,0,1,1,0,26,123.69663367051903,1.0,0,2.370527312090504,2.6467698174213514,1,2,0.8853426,0.1146574,623.6966336705191,0.11465740203857422,126.12314224243164,749.8197759129507,0.0,0
1,0,1,0,1,1,0,27,22.33167910602752,1.0,5,0.47477651870494,0.5025592116201367,0,0,0.02815338,0.97184664,6022.331679106028,0.9718466401100159,1069.0313041210175,7091.362983227045,0.0,3
1,1,1,0,1,12,1,26,28.737502094361183,10.0,4,1.4940636354312635,1.3973639760045613,0,1,0.00495585,0.9950442,4928.737502094361,9.950441718101501,10945.485889911652,15874.223392006013,2.0,1
1,0,0,0,0,1,0,28,168.77758597340758,1.0,6,2.191897557124226,2.1428509911826383,0,3,0.004611833,0.99538815,7268.777585973407,0.9953881502151489,1094.9269652366638,8363.70455121007,0.0,2
0,1,1,0,1,1,0,28,340.3376306136844,1.0,3,3.774787369574622,3.7568045419689895,0,2,0.0004144907,0.9995855,4140.337630613684,0.9995855093002319,1099.5440602302551,5239.881690843939,0.0,0
0,1,1,1,1,1,0,31,6.075928811888389,1.0,1,2.484539409878816,1.380961289930868,1,0,0.98938715,0.010612845,1606.0759288118884,0.010612845420837402,11.674129962921143,1617.7500587748095,0.0,1
0,1,0,0,1,6,1,21,232.9395501524931,5.0,0,2.1754577652294564,1.3714960723553764,1,0,0.9937883,0.006211698,732.9395501524931,0.03105849027633667,34.16433930397034,767.1038894564634,1.0,3
1,1,0,0,1,6,0,25,101.70260431483764,5.0,0,0.6698056577616651,0.363487178436626,1,0,0.98852974,0.011470258,601.7026043148377,0.05735129117965698,63.08642029762268,664.7890246124604,1.0,3
1,1,1,0,1,6,0,30,179.12385201927108,6.0,3,2.9386727290689536,2.878774224056152,0,2,0.003437867,0.9965621,3979.123852019271,5.97937273979187,6577.310013771057,10556.433865790328,0.0,0
1,1,1,1,1,6,1,31,23.30183743832832,6.0,6,1.0401576639009331,0.9848822199189222,0,1,0.012169053,0.98783094,7123.301837438328,5.9269856214523315,6519.684183597565,13642.986021035893,0.0,1
1,1,0,0,1,1,0,26,125.38696288946257,1.0,0,1.3809212509032245,0.2700311708744477,1,0,0.99992585,7.414818e-05,625.3869628894626,7.414817810058594e-05,0.08156299591064453,625.4685258853732,0.0,3
1,1,0,0,1,1,0,26,31.121602708977328,1.0,3,1.7469905991082242,1.0234742455518258,1,0,0.9914807,0.008519292,3831.121602708977,0.008519291877746582,9.37122106552124,3840.4928237744984,0.0,3
1,1,0,0,1,1,1,25,51.29686857062286,1.0,1,2.403919209995124,1.7781083831303015,1,0,0.9962567,0.003743291,1651.2968685706228,0.003743290901184082,4.11761999130249,1655.4144885619253,0.0,3
0,1,0,0,1,1,0,29,83.36584987362376,1.0,0,1.0469816970769954,0.4700144165664834,1,0,0.9961052,0.003894806,583.3658498736238,0.003894805908203125,4.2842864990234375,587.6501363726472,0.0,3
0,1,1,1,1,1,0,33,16.749150128407233,1.0,1,2.9117440133190686,2.944011414458372,0,2,0.02042791,0.9795721,1616.7491501284073,0.9795721173286438,1077.5293290615082,2694.2784791899157,0.0,1
0,1,1,0,1,1,0,26,146.34070104575625,1.0,2,1.2115879578486268,0.9747216937180944,1,0,0.85076326,0.14923674,2846.3407010457563,0.1492367386817932,164.16041254997253,3010.501113595729,0.0,3
0,1,0,0,1,12,0,31,29.41397013659436,12.0,20,1.4514353286809352,1.4390183528850824,0,1,0.0006542575,0.9993457,22529.413970136593,11.992148637771606,13191.363501548767,35720.77747168536,0.0,0
1,0,0,0,1,1,1,23,181.45971578175823,1.0,1,1.9281692678050049,1.5317336965826966,1,0,0.9700076,0.029992402,1781.4597157817582,0.029992401599884033,32.99164175987244,1814.4513575416306,0.0,3
1,1,0,0,1,1,0,28,241.9959185318043,1.0,2,1.0152798205075948,1.067772138388974,0,0,0.49373123,0.50626874,2941.9959185318044,0.5062687397003174,556.8956136703491,3498.8915322021535,0.0,3
0,1,1,1,1,12,1,34,114.96079547186244,9.0,1,2.6427719703469594,2.492826314363076,0,1,0.0013118827,0.9986881,1714.9607954718624,8.988192915916443,9887.012207508087,11601.97300297995,3.0,1
0,0,0,0,1,1,1,30,167.04449971423398,1.0,7,2.344395260080297,2.4936257662312507,0,2,0.000714513,0.99928546,8367.044499714233,0.9992854595184326,1099.2140054702759,9466.258505184509,0.0,0
0,1,1,1,1,12,1,29,59.803126535668106,12.0,6,2.275885466533244,2.531185530426696,0,1,0.00018759788,0.9998124,7159.8031265356685,11.997749090194702,13197.523999214172,20357.32712574984,0.0,1
0,1,0,0,1,12,1,27,234.7699295124091,11.0,4,5.410054460060277,5.3684153086386734,0,2,4.0234572e-05,0.99995977,5134.769929512409,10.999557435512543,12099.513179063797,17234.283108576208,1.0,0
1,1,0,0,0,1,1,25,251.4583500319224,1.0,2,0.9557186352995468,0.3658752226727858,1,3,0.9712107,0.028789282,2951.4583500319222,0.028789281845092773,31.66821002960205,2983.1265600615243,0.0,2
0,1,1,1,1,6,0,29,88.90794258372078,6.0,1,3.272647095890072,3.4071510162640744,0,1,0.0026350466,0.99736494,1688.9079425837208,5.9841896295547485,6582.608592510223,8271.516535093944,0.0,1
1,1,1,1,1,12,1,29,205.4779368486628,12.0,9,2.745098447042129,2.733828018761546,0,1,0.0001291446,0.99987084,10605.477936848663,11.99845004081726,13198.295044898987,23803.77298174765,0.0,1
0,1,1,1,1,12,1,32,258.6483831413877,12.0,2,0.9275427880054106,0.9283259966866128,0,1,0.0008603602,0.99913967,2958.6483831413875,11.989675998687744,13188.643598556519,16147.291981697907,0.0,1
1,1,1,0,1,1,0,31,191.38688101892745,1.0,2,1.818105337256105,1.822569193691037,0,0,0.08610447,0.91389555,2891.3868810189274,0.9138955473899841,1005.2851021289825,3896.67198314791,0.0,3
1,1,1,1,1,6,0,33,131.59350534816556,4.0,2,1.6917685839133416,1.5514089576137582,0,1,0.008344951,0.99165505,2831.5935053481658,3.9666202068328857,4363.282227516174,7194.8757328643405,2.0,1
0,0,0,0,1,1,0,23,59.16390792720026,1.0,0,0.5569303101938249,0.7016431375555228,1,0,0.9914689,0.008531094,559.1639079272003,0.00853109359741211,9.38420295715332,568.5481108843536,0.0,3
1,0,0,0,1,1,0,32,301.6247074768349,1.0,3,1.208335701472376,0.6964942377807813,1,0,0.8363871,0.1636129,4101.624707476835,0.16361290216445923,179.97419238090515,4281.59889985774,0.0,3
0,1,0,0,1,1,0,30,114.79801858351584,1.0,2,0.9923117660496328,0.6454407141065595,1,0,0.8337314,0.16626859,2814.798018583516,0.16626858711242676,182.89544582366943,2997.6934644071853,0.0,3
1,0,1,0,1,1,0,31,235.0992659938536,1.0,1,0.9738344685858789,0.5502849081008999,1,0,0.9521273,0.047872722,1835.0992659938536,0.047872722148895264,52.65999436378479,1887.7592603576384,0.0,3
0,1,1,1,1,1,0,25,254.79803358463136,1.0,1,0.4582555774679724,0.4465616442972493,0,0,0.21688373,0.7831163,1854.7980335846314,0.7831162810325623,861.4279091358185,2716.22594272045,0.0,3
1,1,0,0,1,12,1,32,231.3415397907338,10.0,2,2.3034199553453902,2.2840959269452235,0,1,0.001134698,0.9988653,2931.341539790734,9.988653063774109,10987.51837015152,13918.859909942254,2.0,0
0,0,0,0,1,6,0,29,138.79924403742478,6.0,0,1.8729408918779231,2.0129160654935427,1,0,0.6691885,0.3308115,638.7992440374248,1.9848690032958984,2183.3559036254883,2822.155147662913,0.0,3
1,0,1,0,1,1,1,28,162.55456456434447,1.0,1,1.11028845707887,1.1744855327659098,0,0,0.26818037,0.7318196,1762.5545645643444,0.7318196296691895,805.0015926361084,2567.5561572004526,0.0,3
1,1,0,0,1,1,1,34,7.540132676980518,1.0,10,2.171613310156107,2.057809662003997,0,2,0.0019464375,0.99805355,11507.54013267698,0.9980535507202148,1097.8589057922363,12605.399038469217,0.0,0
1,0,1,0,1,1,0,33,85.16550229006472,1.0,2,1.1623865758546,1.1713054369691651,0,0,0.10451668,0.8954833,2785.1655022900645,0.8954833149909973,985.031646490097,3770.1971487801616,0.0,3
0,0,0,0,0,1,0,25,59.880380930851686,1.0,0,1.4034844635468628,2.463702782900136,1,3,0.99833614,0.0016638637,559.8803809308517,0.0016638636589050293,1.8302500247955322,561.7106309556473,0.0,2
1,0,1,0,1,6,0,29,291.7312753504424,5.0,0,0.0,0.0,1,0,0.8580604,0.14193958,791.7312753504424,0.7096979022026062,780.6676924228668,1572.3989677733093,1.0,3
0,1,0,0,1,12,1,28,5.865051308080439,9.0,7,1.3528004355223553,1.316758784003043,0,1,0.0009421724,0.9990578,8205.865051308081,8.991520464420319,9890.67251086235,18096.53756217043,3.0,1
1,1,1,1,1,12,0,28,243.8207002866404,12.0,4,0.9152334018950924,0.8502862985811935,0,1,0.00029594018,0.99970406,5143.82070028664,11.996448755264282,13196.09363079071,18339.91433107735,0.0,1
1,1,1,1,0,1,0,32,161.47406989868878,1.0,0,1.7009807840654572,1.3408570516149736,1,3,0.75396717,0.24603283,661.4740698986888,0.24603283405303955,270.6361174583435,932.1101873570323,0.0,2
0,1,0,0,1,6,0,34,184.6931236973552,6.0,7,1.52040715790207,1.5413463311071198,0,2,0.0009135398,0.99908644,8384.693123697356,5.9945186376571655,6593.970501422882,14978.663625120238,0.0,0
